season,home_team,away_team,home_goals,away_goals,target,season_start
2014-2015,Sunderland,LEI,0,0,1,2014
2014-2015,Sunderland,LIV,0,1,0,2014
2014-2015,Sunderland,MCI,1,4,0,2014
2014-2015,Sunderland,MUN,1,1,1,2014
2014-2015,Sunderland,NEW,1,0,2,2014
2014-2015,Sunderland,QPR,0,2,0,2014
2014-2015,Sunderland,SOU,2,1,2,2014
2014-2015,Sunderland,STK,3,1,2,2014
2014-2015,Sunderland,SWA,0,0,1,2014
2014-2015,Sunderland,TOT,2,2,1,2014
2014-2015,Sunderland,WBA,0,0,1,2014
2014-2015,Sunderland,WHU,1,1,1,2014
2014-2015,Swansea City,ARS,2,1,2,2014
2014-2015,Swansea City,AVL,1,0,2,2014
2014-2015,Swansea City,BUR,1,0,2,2014
2014-2015,Swansea City,CHE,0,5,0,2014
2014-2015,Swansea City,CRY,1,1,1,2014
2014-2015,Swansea City,EVE,1,1,1,2014
2014-2015,Swansea City,HUL,3,1,2,2014
2014-2015,Swansea City,LEI,2,0,2,2014
2014-2015,Swansea City,LIV,0,1,0,2014
2014-2015,Swansea City,MCI,2,4,0,2014
2014-2015,Swansea City,MUN,2,1,2,2014
2014-2015,Swansea City,NEW,2,2,1,2014
2014-2015,Swansea City,QPR,2,0,2,2014
2014-2015,Swansea City,SOU,0,1,0,2014
2014-2015,Swansea City,STK,2,0,2,2014
2014-2015,Swansea City,SUN,1,1,1,2014
2014-2015,Swansea City,TOT,1,2,0,2014
2014-2015,Swansea City,WBA,3,0,2,2014
2014-2015,Swansea City,WHU,1,1,1,2014
2014-2015,Tottenham Hotspur,ARS,2,1,2,2014
2014-2015,Tottenham Hotspur,AVL,0,1,0,2014
2014-2015,Tottenham Hotspur,BUR,2,1,2,2014
2014-2015,Tottenham Hotspur,CHE,5,3,2,2014
2014-2015,Tottenham Hotspur,CRY,0,0,1,2014
2014-2015,Tottenham Hotspur,EVE,2,1,2,2014
2014-2015,Tottenham Hotspur,HUL,2,0,2,2014
2014-2015,Tottenham Hotspur,LEI,4,3,2,2014
2014-2015,Tottenham Hotspur,LIV,0,3,0,2014
2014-2015,Tottenham Hotspur,MCI,0,1,0,2014
2014-2015,Tottenham Hotspur,MUN,0,0,1,2014
2014-2015,Tottenham Hotspur,NEW,1,2,0,2014
2014-2015,Tottenham Hotspur,QPR,4,0,2,2014
2014-2015,Tottenham Hotspur,SOU,1,0,2,2014
2014-2015,Tottenham Hotspur,STK,1,2,0,2014
2014-2015,Tottenham Hotspur,SUN,2,1,2,2014
2014-2015,Tottenham Hotspur,SWA,3,2,2,2014
2014-2015,Tottenham Hotspur,WBA,0,1,0,2014
2014-2015,Tottenham Hotspur,WHU,2,2,1,2014
2014-2015,West Bromwich Albion,ARS,0,1,0,2014
2014-2015,West Bromwich Albion,AVL,1,0,2,2014
2014-2015,West Bromwich Albion,BUR,4,0,2,2014
2014-2015,West Bromwich Albion,CHE,3,0,2,2014
2014-2015,West Bromwich Albion,CRY,2,2,1,2014
2014-2015,West Bromwich Albion,EVE,0,2,0,2014
2014-2015,West Bromwich Albion,HUL,1,0,2,2014
2014-2015,West Bromwich Albion,LEI,2,3,0,2014
2014-2015,West Bromwich Albion,LIV,0,0,1,2014
2014-2015,West Bromwich Albion,MCI,1,3,0,2014
2014-2015,West Bromwich Albion,MUN,2,2,1,2014
2014-2015,West Bromwich Albion,NEW,0,2,0,2014
2014-2015,West Bromwich Albion,QPR,1,4,0,2014
2014-2015,West Bromwich Albion,SOU,1,0,2,2014
2014-2015,West Bromwich Albion,STK,1,0,2,2014
2014-2015,West Bromwich Albion,SUN,2,2,1,2014
2014-2015,West Bromwich Albion,SWA,2,0,2,2014
2014-2015,West Bromwich Albion,TOT,0,3,0,2014
2014-2015,West Bromwich Albion,WHU,1,2,0,2014
2014-2015,West Ham United,ARS,1,2,0,2014
2014-2015,West Ham United,AVL,0,0,1,2014
2014-2015,West Ham United,BUR,1,0,2,2014
2014-2015,West Ham United,CHE,0,1,0,2014
2014-2015,West Ham United,CRY,1,3,0,2014
2014-2015,West Ham United,EVE,1,2,0,2014
2014-2015,West Ham United,HUL,3,0,2,2014
2014-2015,West Ham United,LEI,2,0,2,2014
2014-2015,West Ham United,LIV,3,1,2,2014
2014-2015,West Ham United,MCI,2,1,2,2014
2014-2015,West Ham United,MUN,1,1,1,2014
2014-2015,West Ham United,NEW,1,0,2,2014
2014-2015,West Ham United,QPR,2,0,2,2014
2014-2015,West Ham United,SOU,1,3,0,2014
2014-2015,West Ham United,STK,1,1,1,2014
2014-2015,West Ham United,SUN,1,0,2,2014
2014-2015,West Ham United,SWA,3,1,2,2014
2014-2015,West Ham United,TOT,0,1,0,2014
2014-2015,West Ham United,WBA,1,1,1,2014
2015-2016,Arsenal,AVL,4,0,2,2015
2015-2016,Arsenal,BOU,2,0,2,2015
2015-2016,Arsenal,CHE,0,1,0,2015
2015-2016,Arsenal,CRY,1,1,1,2015
2015-2016,Arsenal,EVE,2,1,2,2015
2015-2016,Arsenal,LEI,2,1,2,2015
2015-2016,Arsenal,LIV,0,0,1,2015
2015-2016,Arsenal,MCI,2,1,2,2015
2015-2016,Arsenal,MUN,3,0,2,2015
2015-2016,Arsenal,NEW,1,0,2,2015
2015-2016,Arsenal,NOR,1,0,2,2015
2015-2016,Arsenal,SOU,0,0,1,2015
2015-2016,Arsenal,STK,2,0,2,2015
2015-2016,Arsenal,SUN,3,1,2,2015
2015-2016,Arsenal,SWA,1,2,0,2015
2015-2016,Arsenal,TOT,1,1,1,2015
2015-2016,Arsenal,WAT,4,0,2,2015
2015-2016,Arsenal,WBA,2,0,2,2015
2015-2016,Arsenal,WHU,0,2,0,2015
2015-2016,Aston Villa,ARS,0,2,0,2015
2015-2016,Aston Villa,BOU,1,2,0,2015
2015-2016,Aston Villa,CHE,0,4,0,2015
2015-2016,Aston Villa,CRY,1,0,2,2015
2015-2016,Aston Villa,EVE,1,3,0,2015
2015-2016,Aston Villa,LEI,1,1,1,2015
2015-2016,Aston Villa,LIV,0,6,0,2015
2015-2016,Aston Villa,MCI,0,0,1,2015
2015-2016,Aston Villa,MUN,0,1,0,2015
2015-2016,Aston Villa,NEW,0,0,1,2015
2015-2016,Aston Villa,NOR,2,0,2,2015
2015-2016,Aston Villa,SOU,2,4,0,2015
2015-2016,Aston Villa,STK,0,1,0,2015
2015-2016,Aston Villa,SUN,2,2,1,2015
2015-2016,Aston Villa,SWA,1,2,0,2015
2015-2016,Aston Villa,TOT,0,2,0,2015
2015-2016,Aston Villa,WAT,2,3,0,2015
2015-2016,Aston Villa,WBA,0,1,0,2015
2015-2016,Aston Villa,WHU,1,1,1,2015
2015-2016,Bournemouth,ARS,0,2,0,2015
2015-2016,Bournemouth,AVL,0,1,0,2015
2015-2016,Bournemouth,CHE,1,4,0,2015
2015-2016,Bournemouth,CRY,0,0,1,2015
2015-2016,Bournemouth,EVE,3,3,1,2015
2015-2016,Bournemouth,LEI,1,1,1,2015
2015-2016,Bournemouth,LIV,1,2,0,2015
2015-2016,Bournemouth,MCI,0,4,0,2015
2015-2016,Bournemouth,MUN,2,1,2,2015
2015-2016,Bournemouth,NEW,0,1,0,2015
2015-2016,Bournemouth,NOR,3,0,2,2015
2015-2016,Bournemouth,SOU,2,0,2,2015
2015-2016,Bournemouth,STK,1,3,0,2015
2015-2016,Bournemouth,SUN,2,0,2,2015
2015-2016,Bournemouth,SWA,3,2,2,2015
2015-2016,Bournemouth,TOT,1,5,0,2015
2015-2016,Bournemouth,WAT,1,1,1,2015
2015-2016,Bournemouth,WBA,1,1,1,2015
2015-2016,Bournemouth,WHU,1,3,0,2015
2015-2016,Chelsea,ARS,2,0,2,2015
2015-2016,Chelsea,AVL,2,0,2,2015
2015-2016,Chelsea,BOU,0,1,0,2015
2015-2016,Chelsea,CRY,1,2,0,2015
2015-2016,Chelsea,EVE,3,3,1,2015
2015-2016,Chelsea,LEI,1,1,1,2015
2015-2016,Chelsea,LIV,1,3,0,2015
2015-2016,Chelsea,MCI,0,3,0,2015
2015-2016,Chelsea,MUN,1,1,1,2015
2015-2016,Chelsea,NEW,5,1,2,2015
2015-2016,Chelsea,NOR,1,0,2,2015
2015-2016,Chelsea,SOU,1,3,0,2015
2015-2016,Chelsea,STK,1,1,1,2015
2015-2016,Chelsea,SUN,3,1,2,2015
2015-2016,Chelsea,SWA,2,2,1,2015
2015-2016,Chelsea,TOT,2,2,1,2015
2015-2016,Chelsea,WAT,2,2,1,2015
2015-2016,Chelsea,WBA,2,2,1,2015
2015-2016,Chelsea,WHU,2,2,1,2015
2015-2016,Crystal Palace,ARS,1,2,0,2015
2015-2016,Crystal Palace,AVL,2,1,2,2015
2015-2016,Crystal Palace,BOU,1,2,0,2015
2015-2016,Crystal Palace,CHE,0,3,0,2015
2015-2016,Crystal Palace,EVE,0,0,1,2015
2015-2016,Crystal Palace,LEI,0,1,0,2015
2015-2016,Crystal Palace,LIV,1,2,0,2015
2015-2016,Crystal Palace,MCI,0,1,0,2015
2015-2016,Crystal Palace,MUN,0,0,1,2015
2015-2016,Crystal Palace,NEW,5,1,2,2015
2015-2016,Crystal Palace,NOR,1,0,2,2015
2015-2016,Crystal Palace,SOU,1,0,2,2015
2015-2016,Crystal Palace,STK,2,1,2,2015
2015-2016,Crystal Palace,SUN,0,1,0,2015
2015-2016,Crystal Palace,SWA,0,0,1,2015
2015-2016,Crystal Palace,TOT,1,3,0,2015
2015-2016,Crystal Palace,WAT,1,2,0,2015
2015-2016,Crystal Palace,WBA,2,0,2,2015
2015-2016,Crystal Palace,WHU,1,3,0,2015
2015-2016,Everton,ARS,0,2,0,2015
2015-2016,Everton,AVL,4,0,2,2015
2015-2016,Everton,BOU,2,1,2,2015
2015-2016,Everton,CHE,3,1,2,2015
2015-2016,Everton,CRY,1,1,1,2015
2015-2016,Everton,LEI,2,3,0,2015
2015-2016,Everton,LIV,1,1,1,2015
2015-2016,Everton,MCI,0,2,0,2015
2015-2016,Everton,MUN,0,3,0,2015
2015-2016,Everton,NEW,3,0,2,2015
2015-2016,Everton,NOR,3,0,2,2015
2015-2016,Everton,SOU,1,1,1,2015
2015-2016,Everton,STK,3,4,0,2015
2015-2016,Everton,SUN,6,2,2,2015
2015-2016,Everton,SWA,1,2,0,2015
2015-2016,Everton,TOT,1,1,1,2015
2015-2016,Everton,WAT,2,2,1,2015
2015-2016,Everton,WBA,0,1,0,2015
2015-2016,Everton,WHU,2,3,0,2015
2015-2016,Leicester City,ARS,2,5,0,2015
2015-2016,Leicester City,AVL,3,2,2,2015
2015-2016,Leicester City,BOU,0,0,1,2015
2015-2016,Leicester City,CHE,2,1,2,2015
2015-2016,Leicester City,CRY,1,0,2,2015
2015-2016,Leicester City,EVE,3,1,2,2015
2015-2016,Leicester City,LIV,2,0,2,2015
2015-2016,Leicester City,MCI,0,0,1,2015
2015-2016,Leicester City,MUN,1,1,1,2015
2015-2016,Leicester City,NEW,1,0,2,2015
2015-2016,Leicester City,NOR,1,0,2,2015
2015-2016,Leicester City,SOU,1,0,2,2015
2015-2016,Leicester City,STK,3,0,2,2015
2015-2016,Leicester City,SUN,4,2,2,2015
2015-2016,Leicester City,SWA,4,0,2,2015
2015-2016,Leicester City,TOT,1,1,1,2015
2015-2016,Leicester City,WAT,2,1,2,2015
2015-2016,Leicester City,WBA,2,2,1,2015
2015-2016,Leicester City,WHU,2,2,1,2015
2015-2016,Liverpool,ARS,3,3,1,2015
2015-2016,Liverpool,AVL,3,2,2,2015
2015-2016,Liverpool,BOU,1,0,2,2015
2015-2016,Liverpool,CHE,1,1,1,2015
2015-2016,Liverpool,CRY,1,2,0,2015
2015-2016,Liverpool,EVE,4,0,2,2015
2015-2016,Liverpool,LEI,1,0,2,2015
2015-2016,Liverpool,MCI,3,0,2,2015
2015-2016,Liverpool,MUN,0,1,0,2015
2015-2016,Liverpool,NEW,2,2,1,2015
2015-2016,Liverpool,NOR,1,1,1,2015
2015-2016,Liverpool,SOU,1,1,1,2015
2015-2016,Liverpool,STK,4,1,2,2015
2015-2016,Liverpool,SUN,2,2,1,2015
2015-2016,Liverpool,SWA,1,0,2,2015
2015-2016,Liverpool,TOT,1,1,1,2015
2015-2016,Liverpool,WAT,2,0,2,2015
2015-2016,Liverpool,WBA,2,2,1,2015
2015-2016,Liverpool,WHU,0,3,0,2015
2015-2016,Manchester City,ARS,2,2,1,2015
2015-2016,Manchester City,AVL,4,0,2,2015
2015-2016,Manchester City,BOU,5,1,2,2015
2015-2016,Manchester City,CHE,3,0,2,2015
2015-2016,Manchester City,CRY,4,0,2,2015
2015-2016,Manchester City,EVE,0,0,1,2015
2015-2016,Manchester City,LEI,1,3,0,2015
2015-2016,Manchester City,LIV,1,4,0,2015
2015-2016,Manchester City,MUN,0,1,0,2015
2015-2016,Manchester City,NEW,6,1,2,2015
2015-2016,Manchester City,NOR,2,1,2,2015
2015-2016,Manchester City,SOU,3,1,2,2015
2015-2016,Manchester City,STK,4,0,2,2015
2015-2016,Manchester City,SUN,4,1,2,2015
2015-2016,Manchester City,SWA,2,1,2,2015
2015-2016,Manchester City,TOT,1,2,0,2015
2015-2016,Manchester City,WAT,2,0,2,2015
2015-2016,Manchester City,WBA,2,1,2,2015
2015-2016,Manchester City,WHU,1,2,0,2015
2015-2016,Manchester United,ARS,3,2,2,2015
2015-2016,Manchester United,AVL,1,0,2,2015
2015-2016,Manchester United,BOU,3,1,2,2015
2015-2016,Manchester United,CHE,0,0,1,2015
2015-2016,Manchester United,CRY,2,0,2,2015
2015-2016,Manchester United,EVE,1,0,2,2015
2015-2016,Manchester United,LEI,1,1,1,2015
2015-2016,Manchester United,LIV,3,1,2,2015
2015-2016,Manchester United,MCI,0,0,1,2015
2015-2016,Manchester United,NEW,0,0,1,2015
2015-2016,Manchester United,NOR,1,2,0,2015
2015-2016,Manchester United,SOU,0,1,0,2015
2015-2016,Manchester United,STK,3,0,2,2015
2015-2016,Manchester United,SUN,3,0,2,2015
2015-2016,Manchester United,SWA,2,1,2,2015
2015-2016,Manchester United,TOT,1,0,2,2015
2015-2016,Manchester United,WAT,1,0,2,2015
2015-2016,Manchester United,WBA,2,0,2,2015
2015-2016,Manchester United,WHU,0,0,1,2015
2015-2016,Newcastle United,ARS,0,1,0,2015
2015-2016,Newcastle United,AVL,1,1,1,2015
2015-2016,Newcastle United,BOU,1,3,0,2015
2015-2016,Newcastle United,CHE,2,2,1,2015
2015-2016,Newcastle United,CRY,1,0,2,2015
2015-2016,Newcastle United,EVE,0,1,0,2015
2015-2016,Newcastle United,LEI,0,3,0,2015
2015-2016,Newcastle United,LIV,2,0,2,2015
2015-2016,Newcastle United,MCI,1,1,1,2015
2015-2016,Newcastle United,MUN,3,3,1,2015
2015-2016,Newcastle United,NOR,6,2,2,2015
2015-2016,Newcastle United,SOU,2,2,1,2015
2015-2016,Newcastle United,STK,0,0,1,2015
2015-2016,Newcastle United,SUN,1,1,1,2015
2015-2016,Newcastle United,SWA,3,0,2,2015
2015-2016,Newcastle United,TOT,5,1,2,2015
2015-2016,Newcastle United,WAT,1,2,0,2015
2015-2016,Newcastle United,WBA,1,0,2,2015
2015-2016,Newcastle United,WHU,2,1,2,2015
2015-2016,Norwich City,ARS,1,1,1,2015
2015-2016,Norwich City,AVL,2,0,2,2015
2015-2016,Norwich City,BOU,3,1,2,2015
2015-2016,Norwich City,CHE,1,2,0,2015
2015-2016,Norwich City,CRY,1,3,0,2015
2015-2016,Norwich City,EVE,1,1,1,2015
2015-2016,Norwich City,LEI,1,2,0,2015
2015-2016,Norwich City,LIV,4,5,0,2015
2015-2016,Norwich City,MCI,0,0,1,2015
2015-2016,Norwich City,MUN,0,1,0,2015
2015-2016,Norwich City,NEW,3,2,2,2015
2015-2016,Norwich City,SOU,1,0,2,2015
2015-2016,Norwich City,STK,1,1,1,2015
2015-2016,Norwich City,SUN,0,3,0,2015
2015-2016,Norwich City,SWA,1,0,2,2015
2015-2016,Norwich City,TOT,0,3,0,2015
2015-2016,Norwich City,WAT,4,2,2,2015
2015-2016,Norwich City,WBA,0,1,0,2015
2015-2016,Norwich City,WHU,2,2,1,2015
2015-2016,Southampton,ARS,4,0,2,2015
2015-2016,Southampton,AVL,1,1,1,2015
2015-2016,Southampton,BOU,2,0,2,2015
2015-2016,Southampton,CHE,1,2,0,2015
2015-2016,Southampton,CRY,4,1,2,2015
2015-2016,Southampton,EVE,0,3,0,2015
2015-2016,Southampton,LEI,2,2,1,2015
2015-2016,Southampton,LIV,3,2,2,2015
2015-2016,Southampton,MCI,4,2,2,2015
2015-2016,Southampton,MUN,2,3,0,2015
2015-2016,Southampton,NEW,3,1,2,2015
2015-2016,Southampton,NOR,3,0,2,2015
2015-2016,Southampton,STK,0,1,0,2015
2015-2016,Southampton,SUN,1,1,1,2015
2015-2016,Southampton,SWA,3,1,2,2015
2015-2016,Southampton,TOT,0,2,0,2015
2015-2016,Southampton,WAT,2,0,2,2015
2015-2016,Southampton,WBA,3,0,2,2015
2015-2016,Southampton,WHU,1,0,2,2015
2015-2016,Stoke City,ARS,0,0,1,2015
2015-2016,Stoke City,AVL,2,1,2,2015
2015-2016,Stoke City,BOU,2,1,2,2015
2015-2016,Stoke City,CHE,1,0,2,2015
2015-2016,Stoke City,CRY,1,2,0,2015
2015-2016,Stoke City,EVE,0,3,0,2015
2015-2016,Stoke City,LEI,2,2,1,2015
2015-2016,Stoke City,LIV,0,1,0,2015
2015-2016,Stoke City,MCI,2,0,2,2015
2015-2016,Stoke City,MUN,2,0,2,2015
2015-2016,Stoke City,NEW,1,0,2,2015
2015-2016,Stoke City,NOR,3,1,2,2015
2015-2016,Stoke City,SOU,1,2,0,2015
2015-2016,Stoke City,SUN,1,1,1,2015
2015-2016,Stoke City,SWA,2,2,1,2015
2015-2016,Stoke City,TOT,0,4,0,2015
2015-2016,Stoke City,WAT,0,2,0,2015
2015-2016,Stoke City,WBA,0,1,0,2015
2015-2016,Stoke City,WHU,2,1,2,2015
2015-2016,Sunderland,ARS,0,0,1,2015
2015-2016,Sunderland,AVL,3,1,2,2015
2015-2016,Sunderland,BOU,1,1,1,2015
2015-2016,Sunderland,CHE,3,2,2,2015
2015-2016,Sunderland,CRY,2,2,1,2015
2015-2016,Sunderland,EVE,3,0,2,2015
2015-2016,Sunderland,LEI,0,2,0,2015
2015-2016,Sunderland,LIV,0,1,0,2015
2015-2016,Sunderland,MCI,0,1,0,2015
2015-2016,Sunderland,MUN,2,1,2,2015
2015-2016,Sunderland,NEW,3,0,2,2015
2015-2016,Sunderland,NOR,1,3,0,2015
2015-2016,Sunderland,SOU,0,1,0,2015
2015-2016,Sunderland,STK,2,0,2,2015
2015-2016,Sunderland,SWA,1,1,1,2015
2015-2016,Sunderland,TOT,0,1,0,2015
2015-2016,Sunderland,WAT,0,1,0,2015
2015-2016,Sunderland,WBA,0,0,1,2015
2015-2016,Sunderland,WHU,2,2,1,2015
2015-2016,Swansea City,ARS,0,3,0,2015
2015-2016,Swansea City,AVL,1,0,2,2015
2015-2016,Swansea City,BOU,2,2,1,2015
2015-2016,Swansea City,CHE,1,0,2,2015
2015-2016,Swansea City,CRY,1,1,1,2015
2015-2016,Swansea City,EVE,0,0,1,2015
2015-2016,Swansea City,LEI,0,3,0,2015
2015-2016,Swansea City,LIV,3,1,2,2015
2015-2016,Swansea City,MCI,1,1,1,2015
2015-2016,Swansea City,MUN,2,1,2,2015
2015-2016,Swansea City,NEW,2,0,2,2015
2015-2016,Swansea City,NOR,1,0,2,2015
2015-2016,Swansea City,SOU,0,1,0,2015
2015-2016,Swansea City,STK,0,1,0,2015
2015-2016,Swansea City,SUN,2,4,0,2015
2015-2016,Swansea City,TOT,2,2,1,2015
2015-2016,Swansea City,WAT,1,0,2,2015
2015-2016,Swansea City,WBA,1,0,2,2015
2015-2016,Swansea City,WHU,0,0,1,2015
2015-2016,Tottenham Hotspur,ARS,2,2,1,2015
2015-2016,Tottenham Hotspur,AVL,3,1,2,2015
2015-2016,Tottenham Hotspur,BOU,3,0,2,2015
2015-2016,Tottenham Hotspur,CHE,0,0,1,2015
2015-2016,Tottenham Hotspur,CRY,1,0,2,2015
2015-2016,Tottenham Hotspur,EVE,0,0,1,2015
2015-2016,Tottenham Hotspur,LEI,0,1,0,2015
2015-2016,Tottenham Hotspur,LIV,0,0,1,2015
2015-2016,Tottenham Hotspur,MCI,4,1,2,2015
2015-2016,Tottenham Hotspur,MUN,3,0,2,2015
2015-2016,Tottenham Hotspur,NEW,1,2,0,2015
2015-2016,Tottenham Hotspur,NOR,3,0,2,2015
2015-2016,Tottenham Hotspur,SOU,1,2,0,2015
2015-2016,Tottenham Hotspur,STK,2,2,1,2015
2015-2016,Tottenham Hotspur,SUN,4,1,2,2015
2015-2016,Tottenham Hotspur,SWA,2,1,2,2015
2015-2016,Tottenham Hotspur,WAT,1,0,2,2015
2015-2016,Tottenham Hotspur,WBA,1,1,1,2015
2015-2016,Tottenham Hotspur,WHU,4,1,2,2015
2015-2016,Watford,ARS,0,3,0,2015
2015-2016,Watford,AVL,3,2,2,2015
2015-2016,Watford,BOU,0,0,1,2015
2015-2016,Watford,CHE,0,0,1,2015
2015-2016,Watford,CRY,0,1,0,2015
2015-2016,Watford,EVE,1,1,1,2015
2015-2016,Watford,LEI,0,1,0,2015
2015-2016,Watford,LIV,3,0,2,2015
2015-2016,Watford,MCI,1,2,0,2015
2015-2016,Watford,MUN,1,2,0,2015
2015-2016,Watford,NEW,2,1,2,2015
2015-2016,Watford,NOR,2,0,2,2015
2015-2016,Watford,SOU,0,0,1,2015
2015-2016,Watford,STK,1,2,0,2015
2015-2016,Watford,SUN,2,2,1,2015
2015-2016,Watford,SWA,1,0,2,2015
2015-2016,Watford,TOT,1,2,0,2015
2015-2016,Watford,WBA,0,0,1,2015
2015-2016,Watford,WHU,2,0,2,2015
2015-2016,West Bromwich Albion,ARS,2,1,2,2015
2015-2016,West Bromwich Albion,AVL,0,0,1,2015
2015-2016,West Bromwich Albion,BOU,1,2,0,2015
2015-2016,West Bromwich Albion,CHE,2,3,0,2015
2015-2016,West Bromwich Albion,CRY,3,2,2,2015
2015-2016,West Bromwich Albion,EVE,2,3,0,2015
2015-2016,West Bromwich Albion,LEI,2,3,0,2015
2015-2016,West Bromwich Albion,LIV,1,1,1,2015
2015-2016,West Bromwich Albion,MCI,0,3,0,2015
2015-2016,West Bromwich Albion,MUN,1,0,2,2015
2015-2016,West Bromwich Albion,NEW,1,0,2,2015
2015-2016,West Bromwich Albion,NOR,0,1,0,2015
2015-2016,West Bromwich Albion,SOU,0,0,1,2015
2015-2016,West Bromwich Albion,STK,2,1,2,2015
2015-2016,West Bromwich Albion,SUN,1,0,2,2015
2015-2016,West Bromwich Albion,SWA,1,1,1,2015
2015-2016,West Bromwich Albion,TOT,1,1,1,2015
2015-2016,West Bromwich Albion,WAT,0,1,0,2015
2015-2016,West Bromwich Albion,WHU,0,3,0,2015
2015-2016,West Ham United,ARS,3,3,1,2015
2015-2016,West Ham United,AVL,2,0,2,2015
2015-2016,West Ham United,BOU,3,4,0,2015
2015-2016,West Ham United,CHE,2,1,2,2015
2015-2016,West Ham United,CRY,2,2,1,2015
2015-2016,West Ham United,EVE,1,1,1,2015
2015-2016,West Ham United,LEI,1,2,0,2015
2015-2016,West Ham United,LIV,2,0,2,2015
2015-2016,West Ham United,MCI,2,2,1,2015
2015-2016,West Ham United,MUN,3,2,2,2015
2015-2016,West Ham United,NEW,2,0,2,2015
2015-2016,West Ham United,NOR,2,2,1,2015
2015-2016,West Ham United,SOU,2,1,2,2015
2015-2016,West Ham United,STK,0,0,1,2015
2015-2016,West Ham United,SUN,1,0,2,2015
2015-2016,West Ham United,SWA,1,4,0,2015
2015-2016,West Ham United,TOT,1,0,2,2015
2015-2016,West Ham United,WAT,3,1,2,2015
2015-2016,West Ham United,WBA,1,1,1,2015
2016-2017,Arsenal,BOU,3,1,2,2016
2016-2017,Arsenal,BUR,2,1,2,2016
2016-2017,Arsenal,CHE,3,0,2,2016
2016-2017,Arsenal,CRY,2,0,2,2016
2016-2017,Arsenal,EVE,3,1,2,2016
2016-2017,Arsenal,HUL,2,0,2,2016
2016-2017,Arsenal,LEI,1,0,2,2016
2016-2017,Arsenal,LIV,3,4,0,2016
2016-2017,Arsenal,MCI,2,2,1,2016
2016-2017,Arsenal,MUN,2,0,2,2016
2016-2017,Arsenal,MID,0,0,1,2016
2016-2017,Arsenal,SOU,2,1,2,2016
2016-2017,Arsenal,STK,3,1,2,2016
2016-2017,Arsenal,SUN,2,0,2,2016
2016-2017,Arsenal,SWA,3,2,2,2016
2016-2017,Arsenal,TOT,1,1,1,2016
2016-2017,Arsenal,WAT,1,2,0,2016
2016-2017,Arsenal,WBA,1,0,2,2016
2016-2017,Arsenal,WHU,3,0,2,2016
2016-2017,Bournemouth,ARS,3,3,1,2016
2016-2017,Bournemouth,BUR,2,1,2,2016
2016-2017,Bournemouth,CHE,1,3,0,2016
2016-2017,Bournemouth,CRY,0,2,0,2016
2016-2017,Bournemouth,EVE,1,0,2,2016
2016-2017,Bournemouth,HUL,6,1,2,2016
2016-2017,Bournemouth,LEI,1,0,2,2016
2016-2017,Bournemouth,LIV,4,3,2,2016
2016-2017,Bournemouth,MCI,0,2,0,2016
2016-2017,Bournemouth,MUN,1,3,0,2016
2016-2017,Bournemouth,MID,4,0,2,2016
2016-2017,Bournemouth,SOU,1,3,0,2016
2016-2017,Bournemouth,STK,2,2,1,2016
2016-2017,Bournemouth,SUN,1,2,0,2016
2016-2017,Bournemouth,SWA,2,0,2,2016
2016-2017,Bournemouth,TOT,0,0,1,2016
2016-2017,Bournemouth,WAT,2,2,1,2016
2016-2017,Bournemouth,WBA,1,0,2,2016
2016-2017,Bournemouth,WHU,3,2,2,2016
2016-2017,Burnley,ARS,0,1,0,2016
2016-2017,Burnley,BOU,3,2,2,2016
2016-2017,Burnley,CHE,1,1,1,2016
2016-2017,Burnley,CRY,3,2,2,2016
2016-2017,Burnley,EVE,2,1,2,2016
2016-2017,Burnley,HUL,1,1,1,2016
2016-2017,Burnley,LEI,1,0,2,2016
2016-2017,Burnley,LIV,2,0,2,2016
2016-2017,Burnley,MCI,1,2,0,2016
2016-2017,Burnley,MUN,0,2,0,2016
2016-2017,Burnley,MID,1,0,2,2016
2016-2017,Burnley,SOU,1,0,2,2016
2016-2017,Burnley,STK,1,0,2,2016
2016-2017,Burnley,SUN,4,1,2,2016
2016-2017,Burnley,SWA,0,1,0,2016
2016-2017,Burnley,TOT,0,2,0,2016
2016-2017,Burnley,WAT,2,0,2,2016
2016-2017,Burnley,WBA,2,2,1,2016
2016-2017,Burnley,WHU,1,2,0,2016
2016-2017,Chelsea,ARS,3,1,2,2016
2016-2017,Chelsea,BOU,3,0,2,2016
2016-2017,Chelsea,BUR,3,0,2,2016
2016-2017,Chelsea,CRY,1,2,0,2016
2016-2017,Chelsea,EVE,5,0,2,2016
2016-2017,Chelsea,HUL,2,0,2,2016
2016-2017,Chelsea,LEI,3,0,2,2016
2016-2017,Chelsea,LIV,1,2,0,2016
2016-2017,Chelsea,MCI,2,1,2,2016
2016-2017,Chelsea,MUN,4,0,2,2016
2016-2017,Chelsea,MID,3,0,2,2016
2016-2017,Chelsea,SOU,4,2,2,2016
2016-2017,Chelsea,STK,4,2,2,2016
2016-2017,Chelsea,SUN,5,1,2,2016
2016-2017,Chelsea,SWA,3,1,2,2016
2016-2017,Chelsea,TOT,2,1,2,2016
2016-2017,Chelsea,WAT,4,3,2,2016
2016-2017,Chelsea,WBA,1,0,2,2016
2016-2017,Chelsea,WHU,2,1,2,2016
2016-2017,Crystal Palace,ARS,3,0,2,2016
2016-2017,Crystal Palace,BOU,1,1,1,2016
